dog_name,gender,breed,birth,colour,borough
Crystal,Female,Maltese,Jul-01,White,Brooklyn
Sasha,Female,Maltese,Jul-01,White,Manhattan
Sambuca,Male,Maltese,Aug-01,White,Manhattan
Toto,Female,Maltese,Aug-01,White,Queens
Fluffy.p,Male,Maltese,Sep-01,White,Brooklyn
Gi,Female,Maltese,Sep-01,White,Manhattan
Mimi,Female,Maltese,Sep-01,White,Bronx
Pino,Male,Maltese,Sep-01,White,Brooklyn
Sparky,Male,Maltese,Sep-01,White,Staten Island
Chloe,Female,Maltese,Oct-01,White,Manhattan
Chuby,Female,Maltese,Oct-01,White,Queens
Cookie,Male,Maltese,Oct-01,White,Brooklyn
Didi,Male,Maltese,Oct-01,White,Queens
Lola,Female,Maltese,Oct-01,White,Bronx
Max,Male,Maltese,Oct-01,White,Queens
Rocky,Male,Maltese,Oct-01,White,Brooklyn
Mia,Female,Maltese,Nov-01,White,Queens
Mimi,Female,Maltese,Nov-01,White,Staten Island
Peeps,Female,Maltese,Nov-01,White,Manhattan
Snowball,Female,Maltese,Nov-01,White,Queens
Sofie,Female,Maltese,Nov-01,White,Queens
Tango,Male,Maltese,Nov-01,White,Manhattan
Blizzy,Male,Maltese,Dec-01,White,Queens
Luna,Female,Maltese,Dec-01,White,Manhattan
Ouzo,Female,Maltese,Dec-01,White,Queens
Zhazha,Female,Maltese,Dec-01,White,Brooklyn
Anabelle,Female,Maltese,Jan-02,White,Bronx
Angel,Female,Maltese,Jan-02,White,Queens
Archie,Male,Maltese,Jan-02,White,Manhattan
Arnold,Male,Maltese,Jan-02,White,Bronx
Aspen,Female,Maltese,Jan-02,White,Manhattan
Baby,Female,Maltese,Jan-02,White,Brooklyn
Bacci,Male,Maltese,Jan-02,White,Queens
Bebe,Male,Maltese,Jan-02,White,Queens
Bella,Female,Maltese,Jan-02,White,Brooklyn
Bella,Female,Maltese,Jan-02,White,Staten Island
Benji,Male,Maltese,Jan-02,White,Queens
Bentley,Male,Maltese,Jan-02,White,Manhattan
Biscuit,Male,Maltese,Jan-02,White,Staten Island
Biscuit,Male,Maltese,Jan-02,White,Manhattan
Booda,Male,Maltese,Jan-02,White,Manhattan
Buddy,Male,Maltese,Jan-02,White,Brooklyn
Buddy,Male,Maltese,Jan-02,White,Bronx
Buddy,Male,Maltese,Jan-02,White,Bronx
Buddy,Male,Maltese,Jan-02,White,Staten Island
C.b.,Female,Maltese,Jan-02,White,Manhattan
Cammi,Female,Maltese,Jan-02,White,Manhattan
Casper,Male,Maltese,Jan-02,White,Brooklyn
Chopper,Male,Maltese,Jan-02,White,Manhattan
Cinderella,Female,Maltese,Jan-02,White,Staten Island
Clifford,Male,Maltese,Jan-02,White,Brooklyn
Cotton,Female,Maltese,Jan-02,White,Bronx
Daisy,Female,Maltese,Jan-02,White,Queens
Diamond,Female,Maltese,Jan-02,White,Bronx
Dillon,Male,Maltese,Jan-02,White,Staten Island
Emily,Female,Maltese,Jan-02,White,Manhattan
Felix,Male,Maltese,Jan-02,White,Manhattan
Fluffy,Male,Maltese,Jan-02,White,Brooklyn
Freeway,Male,Maltese,Jan-02,White,Queens
Fruffy,Male,Maltese,Jan-02,White,Staten Island
Giorgio,Male,Maltese,Jan-02,White,Manhattan
Gretchen,Female,Maltese,Jan-02,White,Brooklyn
Gucci,Female,Maltese,Jan-02,White,Queens
Gucci,Male,Maltese,Jan-02,White,Brooklyn
Hari,Male,Maltese,Jan-02,White,Brooklyn
Holly,Female,Maltese,Jan-02,White,Manhattan
Jaijai,Male,Maltese,Jan-02,White,Queens
Jake,Male,Maltese,Jan-02,White,Manhattan
Kajtus,Male,Maltese,Jan-02,White,Staten Island
Kiki,Female,Maltese,Jan-02,White,Brooklyn
Lacey,Female,Maltese,Jan-02,White,Staten Island
Laila,Female,Maltese,Jan-02,White,Queens
Lana,Female,Maltese,Jan-02,White,Queens
Leo,Male,Maltese,Jan-02,White,Brooklyn
Lily,Female,Maltese,Jan-02,White,Queens
Lucky,Male,Maltese,Jan-02,White,Queens
Lucky,Male,Maltese,Jan-02,White,Brooklyn
Lulu,Female,Maltese,Jan-02,White,Brooklyn
Lulu,Female,Maltese,Jan-02,White,Manhattan
Lulu,Female,Maltese,Jan-02,White,Manhattan
Madison,Female,Maltese,Jan-02,White,Staten Island
Maggie,Female,Maltese,Jan-02,White,Queens
Marshmallow,Male,Maltese,Jan-02,White,Bronx
Marshwello,Male,Maltese,Jan-02,White,Staten Island
Meko,Male,Maltese,Jan-02,White,Staten Island
Missy,Female,Maltese,Jan-02,White,Queens
Mister,Male,Maltese,Jan-02,White,Brooklyn
Mojo,Male,Maltese,Jan-02,White,Staten Island
Molly,Female,Maltese,Jan-02,White,Queens
Motica,Female,Maltese,Jan-02,White,Queens
Moxi,Female,Maltese,Jan-02,White,Manhattan
Mr.,Male,Maltese,Jan-02,White,Manhattan
Mya,Female,Maltese,Jan-02,White,Queens
N/A,Male,Maltese,Jan-02,White,Staten Island
Nicholas,Male,Maltese,Jan-02,White,Queens
Nicky,Male,Maltese,Jan-02,White,Staten Island
Nora,Female,Maltese,Jan-02,White,Brooklyn
Olympia,Female,Maltese,Jan-02,White,Manhattan
Paris,Female,Maltese,Jan-02,White,Bronx
Pearlie,Male,Maltese,Jan-02,White,Brooklyn
Pebbles,Female,Maltese,Jan-02,White,Brooklyn
Peeweepapi,Male,Maltese,Jan-02,White,Brooklyn
Pepper,Male,Maltese,Jan-02,White,Brooklyn
Pito,Male,Maltese,Jan-02,White,Brooklyn
Popcorn,Male,Maltese,Jan-02,White,Staten Island
Prince,Male,Maltese,Jan-02,White,Brooklyn
Prince,Male,Maltese,Jan-02,White,Brooklyn
Prince,Male,Maltese,Jan-02,White,Staten Island
Princess,Female,Maltese,Jan-02,White,Queens
Princess,Female,Maltese,Jan-02,White,Brooklyn
Remy,Male,Maltese,Jan-02,White,Queens
Remy,Male,Maltese,Jan-02,White,Staten Island
Riley,Female,Maltese,Jan-02,White,Bronx
Rocky,Male,Maltese,Jan-02,White,Queens
Rocky,Male,Maltese,Jan-02,White,Brooklyn
Romeo,Male,Maltese,Jan-02,White,Staten Island
Sammee,Male,Maltese,Jan-02,White,Staten Island
Sammy,Male,Maltese,Jan-02,White,Staten Island
Scooby,Male,Maltese,Jan-02,White,Brooklyn
Scooter,Male,Maltese,Jan-02,White,Staten Island
Shaggy,Male,Maltese,Jan-02,White,Brooklyn
Shelly,Female,Maltese,Jan-02,White,Manhattan
Shorty,Female,Maltese,Jan-02,White,Staten Island
Snoopy,Male,Maltese,Jan-02,White,Staten Island
Snowy,Female,Maltese,Jan-02,White,Bronx
Snuggles,Female,Maltese,Jan-02,White,Bronx
Sofie,Female,Maltese,Jan-02,White,Queens
Sparky,Male,Maltese,Jan-02,White,Manhattan
Speck,Female,Maltese,Jan-02,White,Manhattan
Spencer,Male,Maltese,Jan-02,White,Manhattan
Spirit,Male,Maltese,Jan-02,White,Staten Island
Tamia,Female,Maltese,Jan-02,White,Brooklyn
Tess,Female,Maltese,Jan-02,White,Manhattan
Tobie,Male,Maltese,Jan-02,White,Manhattan
Toby,Male,Maltese,Jan-02,White,Queens
Toby,Male,Maltese,Jan-02,White,Bronx
Tucker,Male,Maltese,Jan-02,White,Manhattan
Victory,Male,Maltese,Jan-02,Black,Manhattan
Whitey,Male,Maltese,Jan-02,White,Brooklyn
Zachary,Male,Maltese,Jan-02,White,Brooklyn
Dearie,Male,Maltese,Feb-02,White,Manhattan
Old,Male,Maltese,Feb-02,White,Manhattan
Jesus,Male,Maltese,Mar-02,White,Manhattan
Sake,Male,Maltese,Mar-02,White,Queens
Kilo,Male,Maltese,Apr-02,White,Bronx
Anniversary,Female,Maltese,May-02,White,Queens
Epuni,Female,Maltese,May-02,White,Queens
Lance,Male,Maltese,May-02,White,Manhattan
Sooni,Female,Maltese,May-02,White,Queens
Tusker,Male,Maltese,May-02,White,Manhattan
Benben,Female,Maltese,Jun-02,White,Queens
Cody,Male,Maltese,Jun-02,White,Queens
Linda,Female,Maltese,Jun-02,White,Manhattan
Pebble,Female,Maltese,Jun-02,White,Brooklyn
Gigi,Female,Maltese,Aug-02,White,Queens
Petey,Male,Maltese,Aug-02,White,Manhattan
Max,Male,Maltese,Sep-02,White,Manhattan
Baby,Male,Maltese,Oct-02,White,Manhattan
Cha,Female,Maltese,Oct-02,White,Queens
Pickles,Male,Maltese,Oct-02,White,Staten Island
Ricky,Male,Maltese,Oct-02,White,Manhattan
Candi,Female,Maltese,Nov-02,N/A,Brooklyn
Cj,Male,Maltese,Nov-02,White,Staten Island
Jana,Female,Maltese,Nov-02,White,Manhattan
Jojo,Female,Maltese,Nov-02,White,Queens
Baxter,Male,Maltese,Dec-02,White,Manhattan
Queso,Female,Maltese,Dec-02,White,Queens
Teddy,Male,Maltese,Dec-02,White,Queens
Alfie,Male,Maltese,Jan-03,White,Queens
Amici,Male,Maltese,Jan-03,White,Staten Island
Antosha,Male,Maltese,Jan-03,White,Brooklyn
Baby,Male,Maltese,Jan-03,White,Manhattan
Barfie,Female,Maltese,Jan-03,White,Manhattan
Beanie,Male,Maltese,Jan-03,White,Brooklyn
Beau,Male,Maltese,Jan-03,White,Manhattan
Bee,Male,Maltese,Jan-03,White,Staten Island
Bei,Male,Maltese,Jan-03,White,Queens
Bell,Female,Maltese,Jan-03,White,Manhattan
Bella,Male,Maltese,Jan-03,White,Brooklyn
Bella,Female,Maltese,Jan-03,White,Bronx
Bella,Female,Maltese,Jan-03,White,Staten Island
Belle,Female,Maltese,Jan-03,White,Manhattan
Biscuit,Female,Maltese,Jan-03,White,Manhattan
Biscuit,Male,Maltese,Jan-03,White,Brooklyn
Bobby,Male,Maltese,Jan-03,White,Brooklyn
Buddy,Male,Maltese,Jan-03,White,Staten Island
Busta,Male,Maltese,Jan-03,White,Staten Island
Buttons,Male,Maltese,Jan-03,White,Brooklyn
Buttons,Male,Maltese,Jan-03,White,Brooklyn
Cali,Female,Maltese,Jan-03,White,Staten Island
Cass,Female,Maltese,Jan-03,White,Manhattan
Chanel,Female,Maltese,Jan-03,White,Bronx
Charlie,Male,Maltese,Jan-03,White,Manhattan
Chazz,Male,Maltese,Jan-03,White,Queens
Chloe,Female,Maltese,Jan-03,White,Manhattan
Christian,Male,Maltese,Jan-03,White,Bronx
Clancy,Male,Maltese,Jan-03,White,Manhattan
Cloud,Male,Maltese,Jan-03,White,Brooklyn
Coco,Female,Maltese,Jan-03,White,Staten Island
Coco,Female,Maltese,Jan-03,White,Manhattan
Coconut,Female,Maltese,Jan-03,N/A,Manhattan
Cody,Male,Maltese,Jan-03,White,Queens
Cookie,Female,Maltese,Jan-03,White,Manhattan
Dexter,Male,Maltese,Jan-03,White,Queens
Douxie,Female,Maltese,Jan-03,White,Brooklyn
Duchess,Female,Maltese,Jan-03,White,Manhattan
Duke,Male,Maltese,Jan-03,White,Brooklyn
Ernie,Male,Maltese,Jan-03,White,Brooklyn
Felicia,Female,Maltese,Jan-03,White,Staten Island
Georgie,Male,Maltese,Jan-03,White,Staten Island
Gigi,Female,Maltese,Jan-03,White,Manhattan
Ginger,Female,Maltese,Jan-03,White,Queens
Gizmo,Male,Maltese,Jan-03,White,Brooklyn
Gloria,Female,Maltese,Jan-03,White,Manhattan
Gretta,Female,Maltese,Jan-03,White,Brooklyn
Happy,Male,Maltese,Jan-03,White,Manhattan
Hercules,Male,Maltese,Jan-03,White,Staten Island
Jack,Male,Maltese,Jan-03,White,Brooklyn
Jack,Male,Maltese,Jan-03,White,Queens
Jazzy,Male,Maltese,Jan-03,White,Manhattan
Joey,Male,Maltese,Jan-03,White,Queens
Juliet,Female,Maltese,Jan-03,White,Staten Island
Kaiser,Male,Maltese,Jan-03,White,Queens
Killer,Male,Maltese,Jan-03,White,Staten Island
Lady,Female,Maltese,Jan-03,White,Staten Island
Lucky,Male,Maltese,Jan-03,White,Queens
Lucy,Female,Maltese,Jan-03,White,Staten Island
Luigi,Male,Maltese,Jan-03,White,Queens
Madison,Female,Maltese,Jan-03,White,Queens
Marshmallow,Male,Maltese,Jan-03,White,Staten Island
Marshmallow,Male,Maltese,Jan-03,White,Manhattan
Max,Male,Maltese,Jan-03,White,Staten Island
Maxi,Female,Maltese,Jan-03,White,Manhattan
Meko,Male,Maltese,Jan-03,White,Manhattan
Mia,Female,Maltese,Jan-03,White,Brooklyn
Mia,Female,Maltese,Jan-03,White,Bronx
Miles,Male,Maltese,Jan-03,White,Manhattan
Milky,Female,Maltese,Jan-03,White,Queens
Molly,Female,Maltese,Jan-03,White,Queens
Moses,Male,Maltese,Jan-03,White,Staten Island
Ms.virgini,Female,Maltese,Jan-03,White,Brooklyn
Mugsy,Male,Maltese,Jan-03,White,Manhattan
Nemo,Male,Maltese,Jan-03,White,Manhattan
Nica,Female,Maltese,Jan-03,White,Manhattan
Nika,Female,Maltese,Jan-03,White,Bronx
Nikki,Male,Maltese,Jan-03,White,Brooklyn
Nina,Female,Maltese,Jan-03,White,Brooklyn
Ozzie,Male,Maltese,Jan-03,White,Staten Island
Ozzy,Male,Maltese,Jan-03,White,Brooklyn
Polo,Male,Maltese,Jan-03,White,Manhattan
Pookie,Male,Maltese,Jan-03,White,Queens
Popcorn,Female,Maltese,Jan-03,White,Manhattan
Popo,Female,Maltese,Jan-03,White,Queens
Prince,Male,Maltese,Jan-03,White,Queens
Prince,Male,Maltese,Jan-03,White,Brooklyn
Princess,Female,Maltese,Jan-03,White,Staten Island
Puff,Male,Maltese,Jan-03,White,Brooklyn
Rocky,Male,Maltese,Jan-03,White,Staten Island
Rodge,Male,Maltese,Jan-03,White,Staten Island
Romeo,Male,Maltese,Jan-03,White,Brooklyn
Rose,Female,Maltese,Jan-03,White,Brooklyn
Rufus,Male,Maltese,Jan-03,White,Staten Island
Rummy,Male,Maltese,Jan-03,White,Manhattan
Sadie,Female,Maltese,Jan-03,White,Manhattan
Sam,Male,Maltese,Jan-03,White,Staten Island
Sassysophi,Female,Maltese,Jan-03,White,Brooklyn
Skippy,Male,Maltese,Jan-03,White,Queens
Snoopy,Male,Maltese,Jan-03,White,Queens
Snoopy,Male,Maltese,Jan-03,White,Queens
Snoppy,Male,Maltese,Jan-03,White,Brooklyn
Snow,Female,Maltese,Jan-03,White,Manhattan
Snowbe,Male,Maltese,Jan-03,White,Bronx
Sohmee,Male,Maltese,Jan-03,White,Manhattan
Sophie,Female,Maltese,Jan-03,White,Manhattan
Speedy,Male,Maltese,Jan-03,White,Brooklyn
Sprite,Male,Maltese,Jan-03,White,Manhattan
Stevie,Male,Maltese,Jan-03,White,Brooklyn
Teddy,Male,Maltese,Jan-03,White,Manhattan
Thor,Male,Maltese,Jan-03,White,Staten Island
Tobi,Male,Maltese,Jan-03,White,Manhattan
Toby,Male,Maltese,Jan-03,White,Queens
Toby,Male,Maltese,Jan-03,White,Bronx
Valentino,Male,Maltese,Jan-03,White,Queens
Vanilla,Male,Maltese,Jan-03,White,Staten Island
Willow,Female,Maltese,Jan-03,White,Manhattan
Wintson,Male,Maltese,Jan-03,White,Queens
Yuki,Female,Maltese,Jan-03,White,Manhattan
Barney,Male,Maltese,Feb-03,White,Manhattan
Casey,Male,Maltese,Feb-03,White,Manhattan
Jasper,Male,Maltese,Feb-03,White,Staten Island
Lexie,Female,Maltese,Feb-03,White,Queens
Pepsi,Male,Maltese,Feb-03,White,Staten Island
Sammy,Male,Maltese,Feb-03,White,Queens
Snowball,Male,Maltese,Feb-03,White,Queens
Bebe,Female,Maltese,Mar-03,White,Manhattan
Happy,Female,Maltese,Mar-03,White,Queens
Harry,Male,Maltese,Mar-03,White,Manhattan
Lucky,Male,Maltese,Mar-03,White,Bronx
Meosha,Female,Maltese,Mar-03,White,Queens
Benny,Male,Maltese,Apr-03,White,Brooklyn
Paris,Female,Maltese,Apr-03,White,Manhattan
Pearl,Female,Maltese,Apr-03,White,Brooklyn
Sasha,Female,Maltese,May-03,White,Manhattan
Taurus,Male,Maltese,May-03,White,Brooklyn
Happy,Female,Maltese,Jun-03,White,Bronx
Jeannie,Female,Maltese,Jun-03,White,Brooklyn
Marshmallow,Male,Maltese,Jun-03,White,Staten Island
Snooker,Female,Maltese,Jun-03,White,Manhattan
Snowball,Female,Maltese,Jun-03,White,Queens
Emma,Female,Maltese,Jul-03,White,Manhattan
Marshmallow,Female,Maltese,Jul-03,White,Manhattan
Theo,Male,Maltese,Jul-03,White,Manhattan
Benny,Male,Maltese,Aug-03,White,Queens
Hercules,Male,Maltese,Aug-03,White,Manhattan
Lulu,Female,Maltese,Aug-03,White,Queens
Maxie,Male,Maltese,Aug-03,White,Queens
Zoe,Male,Maltese,Aug-03,White,Brooklyn
Bubbles,Male,Maltese,Sep-03,White,Manhattan
Buddy,Male,Maltese,Sep-03,White,Manhattan
Charlie,Male,Maltese,Sep-03,White,Manhattan
Ed,Male,Maltese,Sep-03,White,Manhattan
Happy,Female,Maltese,Sep-03,White,Queens
Murfi,Male,Maltese,Sep-03,White,Manhattan
Peenoo,Female,Maltese,Sep-03,White,Manhattan
Shashi,Female,Maltese,Sep-03,White,Brooklyn
Teddie,Male,Maltese,Sep-03,White,Brooklyn
Brave,Male,Maltese,Oct-03,White,Queens
Buddy,Male,Maltese,Oct-03,White,Staten Island
Culann,Male,Maltese,Oct-03,White,Brooklyn
Diamond,Male,Maltese,Oct-03,White,Brooklyn
Fluffette,Female,Maltese,Oct-03,White,Bronx
Lucky,Male,Maltese,Oct-03,White,Brooklyn
Maddie,Female,Maltese,Oct-03,White,Staten Island
Max,Male,Maltese,Oct-03,White,Brooklyn
Max,Male,Maltese,Oct-03,White,Queens
Sherman,Male,Maltese,Oct-03,White,Brooklyn
Snowball,Male,Maltese,Oct-03,White,Brooklyn
Annie,Female,Maltese,Nov-03,White,Staten Island
Maxie,Male,Maltese,Nov-03,White,Manhattan
Mikey,Male,Maltese,Nov-03,White,Brooklyn
Nefertiti,Female,Maltese,Nov-03,White,Queens
Pip,Male,Maltese,Nov-03,White,Queens
Sam,Male,Maltese,Nov-03,White,Staten Island
Andy,Male,Maltese,Dec-03,White,Manhattan
Boo,Female,Maltese,Dec-03,White,Staten Island
Nosl,Male,Maltese,Dec-03,White,Queens
Prince,Male,Maltese,Dec-03,White,Bronx
Princess,Female,Maltese,Dec-03,White,Queens
Abby,Female,Maltese,Jan-04,White,Manhattan
Alex,Male,Maltese,Jan-04,White,Brooklyn
Alvin,Male,Maltese,Jan-04,White,Manhattan
Ami,Male,Maltese,Jan-04,White,Brooklyn
Annie,Female,Maltese,Jan-04,White,Queens
Ariel,Female,Maltese,Jan-04,White,Queens
Baby,Female,Maltese,Jan-04,White,Queens
Bailey,Male,Maltese,Jan-04,White,Bronx
Bailey,Female,Maltese,Jan-04,White,Staten Island
Bambino,Male,Maltese,Jan-04,White,Brooklyn
Barkley,Male,Maltese,Jan-04,White,Staten Island
Bea,Female,Maltese,Jan-04,White,Manhattan
Bella,Female,Maltese,Jan-04,White,Brooklyn
Bellaviola,Female,Maltese,Jan-04,White,Queens
Bernie,Male,Maltese,Jan-04,White,Manhattan
Blue,Male,Maltese,Jan-04,White,Queens
Bosco,Male,Maltese,Jan-04,White,Staten Island
Buco,Male,Maltese,Jan-04,White,Brooklyn
Buster,Male,Maltese,Jan-04,White,Brooklyn
Casper,Male,Maltese,Jan-04,White,Brooklyn
Casper,Male,Maltese,Jan-04,White,Manhattan
Chaka,Female,Maltese,Jan-04,White,Queens
Charlie,Male,Maltese,Jan-04,White,Queens
Charlie,Male,Maltese,Jan-04,White,Staten Island
Chip,Male,Maltese,Jan-04,White,Brooklyn
Chiqui,Female,Maltese,Jan-04,White,Bronx
Chloe,Female,Maltese,Jan-04,White,Queens
Chloe,Female,Maltese,Jan-04,White,Brooklyn
Christie,Female,Maltese,Jan-04,White,Manhattan
Coco,Female,Maltese,Jan-04,White,Manhattan
Cody,Male,Maltese,Jan-04,White,Queens
Cody,Male,Maltese,Jan-04,White,Staten Island
Cookie,Female,Maltese,Jan-04,White,Brooklyn
Cookie,Female,Maltese,Jan-04,White,Manhattan
Cooper,Male,Maltese,Jan-04,White,Queens
Cotton,Female,Maltese,Jan-04,White,Manhattan
Cupcake,Female,Maltese,Jan-04,White,Brooklyn
Delilah,Female,Maltese,Jan-04,White,Brooklyn
Dillon,Male,Maltese,Jan-04,White,Queens
Dylan,Male,Maltese,Jan-04,White,Brooklyn
Fifie,Female,Maltese,Jan-04,White,Queens
Fluffy,Male,Maltese,Jan-04,White,Queens
Gigi,Female,Maltese,Jan-04,White,Brooklyn
Happy,Male,Maltese,Jan-04,White,Staten Island
Harry,Male,Maltese,Jan-04,White,Manhattan
Honey,Female,Maltese,Jan-04,White,Brooklyn
Ivory,Female,Maltese,Jan-04,White,Manhattan
Jason,Male,Maltese,Jan-04,White,Brooklyn
Jasper,Male,Maltese,Jan-04,White,Manhattan
Jennie,Female,Maltese,Jan-04,White,Manhattan
Joy,Female,Maltese,Jan-04,White,Manhattan
Kenickie,Male,Maltese,Jan-04,White,Manhattan
Kia,Male,Maltese,Jan-04,White,Brooklyn
Kidd,Male,Maltese,Jan-04,White,Brooklyn
Kissie,Female,Maltese,Jan-04,White,Brooklyn
Lady,Female,Maltese,Jan-04,White,Manhattan
Lambie,Male,Maltese,Jan-04,White,Queens
Leo,Male,Maltese,Jan-04,White,Brooklyn
Little,Male,Maltese,Jan-04,White,Manhattan
Lola,Female,Maltese,Jan-04,White,Manhattan
Louie,Male,Maltese,Jan-04,White,Staten Island
Lucky,Male,Maltese,Jan-04,White,Brooklyn
Lucky,Male,Maltese,Jan-04,White,Manhattan
Lulu,Female,Maltese,Jan-04,White,Manhattan
Lulu,Female,Maltese,Jan-04,White,Staten Island
Lulu,Female,Maltese,Jan-04,White,Manhattan
Mac,Male,Maltese,Jan-04,White,Staten Island
Max,Male,Maltese,Jan-04,White,Queens
Max,Male,Maltese,Jan-04,White,Staten Island
Maxamilion,Male,Maltese,Jan-04,White,Staten Island
Maxie,Male,Maltese,Jan-04,White,Staten Island
Maximus,Male,Maltese,Jan-04,White,Brooklyn
Mickey,Male,Maltese,Jan-04,White,Queens
Minni,Female,Maltese,Jan-04,White,Manhattan
Missy,Female,Maltese,Jan-04,White,Manhattan
Mollie,Female,Maltese,Jan-04,White,Manhattan
Molly,Female,Maltese,Jan-04,White,Staten Island
N/A,Male,Maltese,Jan-04,White,Manhattan
Oscar,Male,Maltese,Jan-04,White,Manhattan
Perlita,Female,Maltese,Jan-04,White,Bronx
Pino,Male,Maltese,Jan-04,White,Manhattan
Plato,Male,Maltese,Jan-04,White,Brooklyn
Powder,Female,Maltese,Jan-04,White,Manhattan
Precious,Female,Maltese,Jan-04,White,Bronx
Prince,Male,Maltese,Jan-04,White,Manhattan
Princess,Female,Maltese,Jan-04,White,Queens
Pucci,Male,Maltese,Jan-04,White,Brooklyn
Pucci,Male,Maltese,Jan-04,White,Staten Island
Rexy,Male,Maltese,Jan-04,White,Staten Island
Rico,Male,Maltese,Jan-04,White,Staten Island
Rocky,Male,Maltese,Jan-04,White,Staten Island
Romeo,Male,Maltese,Jan-04,White,Queens
Roxy,Female,Maltese,Jan-04,White,Manhattan
Ruby,Female,Maltese,Jan-04,White,Manhattan
Rudy,Male,Maltese,Jan-04,White,Brooklyn
Rudy,Male,Maltese,Jan-04,White,Manhattan
Sam,Male,Maltese,Jan-04,White,Staten Island
Sam,Female,Maltese,Jan-04,White,Manhattan
Sammy,Male,Maltese,Jan-04,White,Bronx
Scooter,Male,Maltese,Jan-04,White,Staten Island
Scruffy,Male,Maltese,Jan-04,White,Staten Island
Shaggy,Male,Maltese,Jan-04,White,Staten Island
Snowflake,Male,Maltese,Jan-04,White,Queens
Snug,Female,Maltese,Jan-04,White,Manhattan
Soho,Male,Maltese,Jan-04,White,Bronx
Sophie,Female,Maltese,Jan-04,White,Manhattan
Spanky,Male,Maltese,Jan-04,White,Brooklyn
Spirit,Male,Maltese,Jan-04,White,Queens
Sugar,Male,Maltese,Jan-04,White,Queens
Suzi,Female,Maltese,Jan-04,White,Queens
Tiko,Male,Maltese,Jan-04,White,Bronx
Timothy,Male,Maltese,Jan-04,White,Queens
Tobean,Male,Maltese,Jan-04,White,Brooklyn
Tobey,Male,Maltese,Jan-04,White,Manhattan
Toby,Male,Maltese,Jan-04,White,Queens
Valentino,Male,Maltese,Jan-04,White,Brooklyn
Yankee,Male,Maltese,Jan-04,White,Staten Island
Yoda,Male,Maltese,Jan-04,N/A,Brooklyn
Yoneiby,Male,Maltese,Jan-04,White,Bronx
Zoey,Female,Maltese,Jan-04,White,Brooklyn
Zoey,Female,Maltese,Jan-04,White,Staten Island
Charlie,Male,Maltese,Feb-04,White,Manhattan
Junior,Male,Maltese,Feb-04,White,Queens
Maxine,Female,Maltese,Feb-04,White,Manhattan
Prince,Male,Maltese,Feb-04,White,Queens
Casper,Male,Maltese,Mar-04,White,Queens
Daisy,Female,Maltese,Mar-04,White,Queens
Mailo,Male,Maltese,Mar-04,White,Brooklyn
Max,Male,Maltese,Mar-04,White,Staten Island
Princess-Fiona,Female,Maltese,Mar-04,White,Queens
Sphia,Male,Maltese,Mar-04,White,Queens
Toby,Male,Maltese,Mar-04,White,Manhattan
Angel,Female,Maltese,Apr-04,White,Manhattan
Bandit,Male,Maltese,Apr-04,White,Queens
Loki,Male,Maltese,Apr-04,White,Manhattan
Oliver,Male,Maltese,Apr-04,White,Manhattan
Ruby,Female,Maltese,Apr-04,White,Queens
Simon,Male,Maltese,Apr-04,White,Manhattan
Bailey,Male,Maltese,May-04,White,Queens
Bailey,Male,Maltese,May-04,White,Brooklyn
Bella,Female,Maltese,May-04,White,Brooklyn
Kyuru,Male,Maltese,May-04,White,Manhattan
Lucky,Male,Maltese,May-04,White,Queens
Rocky,Male,Maltese,May-04,White,Queens
Whimmey,Male,Maltese,May-04,White,Queens
Bangwol,Female,Maltese,Jun-04,White,Queens
Nichols,Male,Maltese,Jun-04,White,Queens
Vinuss,Female,Maltese,Jun-04,White,Bronx
Wendy,Female,Maltese,Jun-04,White,Bronx
Bella,Female,Maltese,Jul-04,White,Brooklyn
Bella,Female,Maltese,Jul-04,White,Manhattan
Benito,Male,Maltese,Jul-04,White,Queens
Dexter,Male,Maltese,Jul-04,White,Queens
Lil,Female,Maltese,Jul-04,Tan,Staten Island
Peanut,Male,Maltese,Jul-04,White,Brooklyn
Princess,Female,Maltese,Jul-04,White,Manhattan
Rhiannon,Female,Maltese,Jul-04,White,Brooklyn
Bubba,Male,Maltese,Aug-04,White,Staten Island
Spikey,Male,Maltese,Aug-04,White,Queens
Cozmo,Male,Maltese,Sep-04,White,Queens
Hadley,Male,Maltese,Sep-04,White,Manhattan
Jocko,Male,Maltese,Sep-04,White,Brooklyn
Sasha,Female,Maltese,Sep-04,White,Brooklyn
Snoopy,Male,Maltese,Sep-04,White,Queens
Sophie,Female,Maltese,Sep-04,White,Brooklyn
Bebe,Male,Maltese,Oct-04,White,Queens
Bobby,Male,Maltese,Oct-04,White,Manhattan
Chrissy,Female,Maltese,Oct-04,White,Brooklyn
Cody,Male,Maltese,Oct-04,White,Manhattan
Oliver,Male,Maltese,Oct-04,White,Brooklyn
Pepe,Male,Maltese,Oct-04,White,Staten Island
Sasha,Female,Maltese,Oct-04,White,Brooklyn
Sugar,Female,Maltese,Oct-04,White,Brooklyn
Tobi,Male,Maltese,Oct-04,Cream,Brooklyn
Bondi,Male,Maltese,Nov-04,White,Manhattan
Dai,Male,Maltese,Nov-04,White,Brooklyn
Lucy,Female,Maltese,Nov-04,White,Bronx
Nugget,Male,Maltese,Nov-04,White,Manhattan
Snuggles,Male,Maltese,Nov-04,White,Manhattan
Chi-Chi,Female,Maltese,Dec-04,White,Queens
